FB6509,1.0,1.1,1.2,3.0,3.1,3.1.1,,,,DRAFT,
FB6510,1.0,1.1,1.2,3.0,3.1,3.1.1,,,,DRAFT,
FB6601,1.0,1.1,1.2,,3.1,3.1.1,,,,DRAFT,
FB6602,1.0,1.1,1.2,,3.1,3.1.1,,,,DRAFT,
FB6901,1.0,1.1,1.2,3.0,3.1,3.1.1,3.2,3.3,3.4,PUBLISHED,CORE-000901
FB7001,1.0,1.1,1.2,3.0,3.1,3.1.1,3.2,3.3,3.4,PUBLISHED,CORE-000612
FB7101,1.0,1.1,1.2,3.0,3.1,3.1.1,3.2,3.3,3.4,DRAFT,
FB8202,,,,,3.1,3.1.1,,,,DRAFT,
FB8501,1.0,1.1,1.2,3.0,3.1,3.1.1,,,,PUBLISHED,CORE-000618
FB8601,1.0,1.1,1.2,3.0,3.1,3.1.1,,,,PUBLISHED,CORE-000645
FB8602,1.0,1.1,1.2,3.0,3.1,3.1.1,,,,PUBLISHED,CORE-000648
